,text,created_at,geo,lang,place,coordinates,user.favourites_count,user.statuses_count,user.description,user.location,user.id,user.created_at,user.verified,user.following,user.url,user.listed_count,user.followers_count,user.default_profile_image,user.utc_offset,user.friends_count,user.default_profile,user.name,user.lang,user.screen_name,user.geo_enabled,user.profile_background_color,user.profile_image_url,user.time_zone,id,favorite_count,retweeted,source,favorited,retweet_count,tokenized_text,token_texts,no_of_question_marks,no_of_exclamation_marks,no_of_hashtags,no_of_mentions,no_of_urls,cleaned_text,no_of_colon_marks,no_of_words
20,TRUE,19-12-2019 14:44,,en,,,2737,5974,,,1.05E+18,05-10-2018 06:31,FALSE,FALSE,,0,18,FALSE,,0,TRUE,Raj1,,Raj111168300,FALSE,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1.21E+18,0,FALSE,Twitter Web App,FALSE,0,['TRUE'],['TRUE'],0,0,0,0,0,TRUE,0,1
21,"@aajtak @abhishek6164 क्या विदेशों मे सतायें जा रहे आपनो को अपनाना गलत है?
#CAASupport 
#ISupportCAA https://t.co/eRThPkrYYP",19-12-2019 14:44,,hi,,,21336,3822,"Nationalist🇮🇳🚩🎪
pratham wars trained Volunteer,RSS.
CHATRA LOKSABHA Social Media incharge BJP & SM & IT Convenor BJYM CHATRA (JH)
 RTs are not endorsement","Chatra, India",9.14E+17,30-09-2017 12:35,FALSE,FALSE,,0,233,FALSE,,679,TRUE,Chandan Kumar keshri,,Chandankmrksr,TRUE,F5F8FA,http://pbs.twimg.com/profile_images/1207146232457523201/ktK-_DRr_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@aajtak', '@abhishek6164', 'क', '्', 'य', 'ा', 'व', 'ि', 'द', 'े', 'श', 'ो', 'ं', 'म', 'े', 'सत', 'ा', 'य', 'े', 'ं', 'ज', 'ा', 'रह', 'े', 'आपन', 'ो', 'क', 'ो', 'अपन', 'ा', 'न', 'ा', 'गलत', 'ह', 'ै', '?', '#CAASupport', '#ISupportCAA', 'https://t.co/eRThPkrYYP']","['@aajtak', '@abhishek6164', 'क', '्', 'य', 'ा', 'व', 'ि', 'द', 'े', 'श', 'ो', 'ं', 'म', 'े', 'सत', 'ा', 'य', 'े', 'ं', 'ज', 'ा', 'रह', 'े', 'आपन', 'ो', 'क', 'ो', 'अपन', 'ा', 'न', 'ा', 'गलत', 'ह', 'ै', '?', '#CAASupport', '#ISupportCAA', 'https://t.co/eRThPkrYYP']",1,0,2,2,1,"  क्या विदेशों मे सतायें जा रहे आपनो को अपनाना गलत है
CAASupport 
ISupportCAA ",0,18
22,"@narendramodi @antoniocostapm कांग्रेस और उनके साथियों को प्रधानमंत्री @narendramodi जी खुली चुनौती -💪

जिसमे भी हो… https://t.co/L5BRjbg5VI",19-12-2019 14:44,,hi,,,48550,123414,"हिन्दू बनना चाहते हैं तो स्वामी विवेकानंद बनें ~
मुस्लिम बनना चाहते हैं तो डॉ० कलाम बनें ~

इतने महान नहीं बन सकते तो बस इंसान बनें 🙏","गुजरात, भारत",1.01E+18,15-06-2018 13:22,FALSE,FALSE,,0,2803,FALSE,,55,TRUE,SANJAY D THAKOR,,sanjaysanjay738,TRUE,F5F8FA,http://pbs.twimg.com/profile_images/1200694159067119616/8QCTFkhM_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@narendramodi', '@antoniocostapm', 'क', 'ा', 'ं', 'ग', '्', 'र', 'े', 'स', 'और', 'उनक', 'े', 'स', 'ा', 'थ', 'ि', 'य', 'ो', 'ं', 'क', 'ो', 'प', '्', 'रध', 'ा', 'नम', 'ं', 'त', '्', 'र', 'ी', '@narendramodi', 'ज', 'ी', 'ख', 'ु', 'ल', 'ी', 'च', 'ु', 'न', 'ौ', 'त', 'ी', '-', '💪', 'ज', 'ि', 'सम', 'े', 'भ', 'ी', 'ह', 'ो', '…', 'https://t.co/L5BRjbg5VI']","['@narendramodi', '@antoniocostapm', 'क', 'ा', 'ं', 'ग', '्', 'र', 'े', 'स', 'और', 'उनक', 'े', 'स', 'ा', 'थ', 'ि', 'य', 'ो', 'ं', 'क', 'ो', 'प', '्', 'रध', 'ा', 'नम', 'ं', 'त', '्', 'र', 'ी', '@narendramodi', 'ज', 'ी', 'ख', 'ु', 'ल', 'ी', 'च', 'ु', 'न', 'ौ', 'त', 'ी', '-', '💪', 'ज', 'ि', 'सम', 'े', 'भ', 'ी', 'ह', 'ो', '…', 'https://t.co/L5BRjbg5VI']",0,0,0,3,1,"  कांग्रेस और उनके साथियों को प्रधानमंत्री  जी खुली चुनौती -💪

जिसमे भी हो… ",0,25
23,@IAmKaviKori @TajinderBagga @Defence_360 @sumedhOham @TrueIndoIogy @jitengajaria @desertfox61I @amitsurg @thanecv… https://t.co/E209cnH88u,19-12-2019 14:44,,hi,,,507,175,"🇮🇳Proud Indian.🇮🇳 
Proud Hindu.
Shree Narendra Modi's Big Fan. 
जय श्री राम। 
भारत माता की जय।","Ahmedabad, India",2786209032,02-09-2014 16:05,FALSE,FALSE,,0,14,FALSE,,405,TRUE,Gunjankumar Arora,,gunjan_arora86,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1101117223786160128/zfGzTxFr_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@IAmKaviKori', '@TajinderBagga', '@Defence_360', '@sumedhOham', '@TrueIndoIogy', '@jitengajaria', '@desertfox61I', '@amitsurg', '@thanecv', '…', 'https://t.co/E209cnH88u']","['@IAmKaviKori', '@TajinderBagga', '@Defence_360', '@sumedhOham', '@TrueIndoIogy', '@jitengajaria', '@desertfox61I', '@amitsurg', '@thanecv', '…', 'https://t.co/E209cnH88u']",0,0,0,9,1,        … ,0,0
24,"अबे इश्क़ की क्या बात किया करते हो,
वो साला दिल ही नहीं रहा जो धक धक किया करता था।
#CAASupport In the time of protest some ""Loose Talk""",19-12-2019 14:44,,hi,,,13155,8700,देशभक्त हम भी हैं। लेकिन देश के भक्त हैं।,India,82032272,13-10-2009 06:55,FALSE,FALSE,,4,251,FALSE,,1061,FALSE,vishwajeet pandey,,jitaatma,TRUE,EDECE9,http://pbs.twimg.com/profile_images/1164617982670020608/2A4STAvn_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['अब', 'े', 'इश', '्', 'क', '़', 'क', 'ी', 'क', '्', 'य', 'ा', 'ब', 'ा', 'त', 'क', 'ि', 'य', 'ा', 'करत', 'े', 'ह', 'ो', ',', 'व', 'ो', 'स', 'ा', 'ल', 'ा', 'द', 'ि', 'ल', 'ह', 'ी', 'नह', 'ी', 'ं', 'रह', 'ा', 'ज', 'ो', 'धक', 'धक', 'क', 'ि', 'य', 'ा', 'करत', 'ा', 'थ', 'ा', '।', '#CAASupport', 'In', 'the', 'time', 'of', 'protest', 'some', '""', 'Loose', 'Talk', '""']","['अब', 'े', 'इश', '्', 'क', '़', 'क', 'ी', 'क', '्', 'य', 'ा', 'ब', 'ा', 'त', 'क', 'ि', 'य', 'ा', 'करत', 'े', 'ह', 'ो', ',', 'व', 'ो', 'स', 'ा', 'ल', 'ा', 'द', 'ि', 'ल', 'ह', 'ी', 'नह', 'ी', 'ं', 'रह', 'ा', 'ज', 'ो', 'धक', 'धक', 'क', 'ि', 'य', 'ा', 'करत', 'ा', 'थ', 'ा', '।', '#CAASupport', 'time', 'protest', '""', 'Loose', 'Talk', '""']",0,0,1,0,0,"अबे इश्क़ की क्या बात किया करते हो
वो साला दिल ही नहीं रहा जो धक धक किया करता था।
CAASupport In the time of protest some ""Loose Talk""",0,36
25,Mumbaikars r so much better than others..no news of stone pelting as of now😥 although moving thru lanes i was feari… https://t.co/AebzkuTHmV,19-12-2019 14:44,,en,,,34322,25360,"I make stories😉||Banker||Analytics Specialist|| Ex-Mckinsey||Views personal||Terror-mongers, Abusers will be blocked||Love laughing n making ppl smile😊😀","मुंबई, भारत",2502127908,17-05-2014 17:48,FALSE,FALSE,,10,1100,FALSE,,259,FALSE,Storyteller,,Shilpzzm,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1165153372040617984/DBPQFL-k_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['Mumbaikars', 'r', 'so', 'much', 'better', 'than', 'others', '.', '.', 'no', 'news', 'of', 'stone', 'pelting', 'as', 'of', 'now', '😥', 'although', 'moving', 'thru', 'lanes', 'i', 'was', 'feari', '…', 'https://t.co/AebzkuTHmV']","['Mumbaikars', 'r', 'much', 'better', 'others', '.', '.', 'news', 'stone', 'pelting', '😥', 'although', 'moving', 'thru', 'lanes', 'feari', '…', 'https://t.co/AebzkuTHmV']",0,0,0,0,1,Mumbaikars r so much better than othersno news of stone pelting as of now😥 although moving thru lanes i was feari… ,0,21
26,@TajinderBagga One side we have great people him and other side we have @FarOutAkhtar and @Javedakhtarjadu .. disgu… https://t.co/ngwOrpZh82,19-12-2019 14:44,,en,,,2174,43881,"#BharatMataKiJai,#Webmethods #consultant #Gadget Junkie #Movie/#MusicLover.#Diehard #fan of #Dravid.ಬದುಕಿದು ಜಟಕ ಬಂಡಿ!Live & Let Live","Kuala Lumpur City, Kuala Lumpu",88671709,09-11-2009 14:09,FALSE,FALSE,,31,434,FALSE,,335,FALSE,neelesh patil,,iNeelesh,FALSE,0,http://pbs.twimg.com/profile_images/1119240284443774976/mdHh3A9k_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@TajinderBagga', 'One', 'side', 'we', 'have', 'great', 'people', 'him', 'and', 'other', 'side', 'we', 'have', '@FarOutAkhtar', 'and', '@Javedakhtarjadu', '.', '.', 'disgu', '…', 'https://t.co/ngwOrpZh82']","['@TajinderBagga', 'One', 'side', 'great', 'people', 'side', '@FarOutAkhtar', '@Javedakhtarjadu', '.', '.', 'disgu', '…', 'https://t.co/ngwOrpZh82']",0,0,0,3,1, One side we have great people him and other side we have  and   disgu… ,0,14
27,"#CAASupport
#CAA_NRC
https://t.co/vFBiUdYuhb",19-12-2019 14:44,,und,,,323,554,🇮🇳,,1.16E+18,05-08-2019 16:24,FALSE,FALSE,,0,35,FALSE,,125,TRUE,SSGOHIL,,ssgohil_malpar,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1193464587745660928/g0cZTJnC_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['#CAASupport', '#CAA_NRC', 'https://t.co/vFBiUdYuhb']","['#CAASupport', '#CAA_NRC', 'https://t.co/vFBiUdYuhb']",0,0,2,0,1,"CAASupport
CAA_NRC
",0,2
28,"नागरिकता कानून / 5 भाजपा शासित राज्यों समेत 12 प्रदेशों में विरोध; लखनऊ में फायरिंग में एक की मौत, उपद्रवियों ने पु… https://t.co/Zxqk05i1z1",19-12-2019 14:44,,hi,,,1,4,,jhandelwalan,1.20E+18,22-11-2019 17:24,FALSE,FALSE,https://www.youtube.com/channel/UCyAIpZpSybXqfWaNwtpshCg,0,38,FALSE,,264,TRUE,Vikas Kannojiya,,vikask8383,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1197943742444892160/UijyYTwS_normal.jpg,,1.21E+18,0,FALSE,Twitter Web App,FALSE,0,"['न', 'ा', 'गर', 'ि', 'कत', 'ा', 'क', 'ा', 'न', 'ू', 'न', '/', '5', 'भ', 'ा', 'जप', 'ा', 'श', 'ा', 'स', 'ि', 'त', 'र', 'ा', 'ज', '्', 'य', 'ो', 'ं', 'सम', 'े', 'त', '12', 'प', '्', 'रद', 'े', 'श', 'ो', 'ं', 'म', 'े', 'ं', 'व', 'ि', 'र', 'ो', 'ध', ';', 'लखनऊ', 'म', 'े', 'ं', 'फ', 'ा', 'यर', 'ि', 'ं', 'ग', 'म', 'े', 'ं', 'एक', 'क', 'ी', 'म', 'ौ', 'त', ',', 'उपद', '्', 'रव', 'ि', 'य', 'ो', 'ं', 'न', 'े', 'प', 'ु', '…', 'https://t.co/Zxqk05i1z1']","['न', 'ा', 'गर', 'ि', 'कत', 'ा', 'क', 'ा', 'न', 'ू', 'न', '/', '5', 'भ', 'ा', 'जप', 'ा', 'श', 'ा', 'स', 'ि', 'त', 'र', 'ा', 'ज', '्', 'य', 'ो', 'ं', 'सम', 'े', 'त', '12', 'प', '्', 'रद', 'े', 'श', 'ो', 'ं', 'म', 'े', 'ं', 'व', 'ि', 'र', 'ो', 'ध', ';', 'लखनऊ', 'म', 'े', 'ं', 'फ', 'ा', 'यर', 'ि', 'ं', 'ग', 'म', 'े', 'ं', 'एक', 'क', 'ी', 'म', 'ौ', 'त', ',', 'उपद', '्', 'रव', 'ि', 'य', 'ो', 'ं', 'न', 'े', 'प', 'ु', '…', 'https://t.co/Zxqk05i1z1']",0,0,0,0,1,नागरिकता कानून / 5 भाजपा शासित राज्यों समेत 12 प्रदेशों में विरोध लखनऊ में फायरिंग में एक की मौत उपद्रवियों ने पु… ,0,40
29,Hypocrite thy name @narendramodi #CAASupport #CAAProtests #Section144 #internetshutdown #IndiaAgainstCCA… https://t.co/iNokDDH59W,19-12-2019 14:44,,en,,,2,115,,,3050698440,28-02-2015 18:42,FALSE,FALSE,,0,11,FALSE,,93,TRUE,The Political Libra,,DPoliticalLibra,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1178235603831279617/tyWKiHkL_normal.jpg,,1.21E+18,0,FALSE,Twitter for iPhone,FALSE,0,"['Hypocrite', 'thy', 'name', '@narendramodi', '#CAASupport', '#CAAProtests', '#Section144', '#internetshutdown', '#IndiaAgainstCCA', '…', 'https://t.co/iNokDDH59W']","['Hypocrite', 'thy', 'name', '@narendramodi', '#CAASupport', '#CAAProtests', '#Section144', '#internetshutdown', '#IndiaAgainstCCA', '…', 'https://t.co/iNokDDH59W']",0,0,5,1,1,Hypocrite thy name  CAASupport CAAProtests Section144 internetshutdown IndiaAgainstCCA… ,0,8
30,#CAASupport  #JihadisBurnBengal #jihadi,19-12-2019 14:44,,und,,,194,91,,,4821051106,17-01-2016 13:01,FALSE,FALSE,,0,2,FALSE,,4,TRUE,Krish Malik,,kaushalko007,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/688708835566088192/O-1TVrWC_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['#CAASupport', '#JihadisBurnBengal', '#jihadi']","['#CAASupport', '#JihadisBurnBengal', '#jihadi']",0,0,3,0,0,CAASupport  JihadisBurnBengal jihadi,0,3
31,#SupportCAA #CAASupport,19-12-2019 14:44,,und,,,5205,3300,"CopyWriter, Contentwriter, Lyricist, Translator, columnist, ScreenWriter, 
actor, writer, director @ theater","Mumbai, India",16591003,04-10-2008 13:02,FALSE,FALSE,http://www.jayeshmestry.in,4,243,FALSE,,1211,FALSE,Jayesh Mestry,,jayeshmestry,TRUE,0,http://pbs.twimg.com/profile_images/1102274697025241088/ukQIIBk3_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['#SupportCAA', '#CAASupport']","['#SupportCAA', '#CAASupport']",0,0,2,0,0,SupportCAA CAASupport,0,2
32,"@yadavakhilesh @RahulGandhi
@ArvindKejriwal

#CAASupport
#CABProtests
क्या भविश्य में आप लोगों को मुसलमानों के अला… https://t.co/yBnAjroLib",19-12-2019 14:44,,hi,,,24468,54753,"Views r strictly personal. Anti Nationals r warned to stay away.

Proud Modi~fied

RTs not endorsements",Faridabad,393423628,18-10-2011 14:28,FALSE,FALSE,https://twitter.com/naveen_kumar359,12,705,FALSE,,4757,FALSE,Naveen Kumar,,naveen_kumar359,FALSE,9AE4E8,http://pbs.twimg.com/profile_images/1203859579055923200/f89H4DI0_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@yadavakhilesh', '@RahulGandhi', '@ArvindKejriwal', '#CAASupport', '#CABProtests', 'क', '्', 'य', 'ा', 'भव', 'ि', 'श', '्', 'य', 'म', 'े', 'ं', 'आप', 'ल', 'ो', 'ग', 'ो', 'ं', 'क', 'ो', 'म', 'ु', 'सलम', 'ा', 'न', 'ो', 'ं', 'क', 'े', 'अल', 'ा', '…', 'https://t.co/yBnAjroLib']","['@yadavakhilesh', '@RahulGandhi', '@ArvindKejriwal', '#CAASupport', '#CABProtests', 'क', '्', 'य', 'ा', 'भव', 'ि', 'श', '्', 'य', 'म', 'े', 'ं', 'आप', 'ल', 'ो', 'ग', 'ो', 'ं', 'क', 'ो', 'म', 'ु', 'सलम', 'ा', 'न', 'ो', 'ं', 'क', 'े', 'अल', 'ा', '…', 'https://t.co/yBnAjroLib']",0,0,2,3,1," 


CAASupport
CABProtests
क्या भविश्य में आप लोगों को मुसलमानों के अला… ",0,17
33,@PritishNandy @Jhajhajha o crowd of 25K peoples make there mind come on sir #ISupportCAA,19-12-2019 14:44,,en,,,8068,2409,Business man furniture import export,Jodhpur,311342718,05-06-2011 08:48,FALSE,FALSE,,2,143,FALSE,,455,TRUE,Surender Singh Jodha,,SJodha,TRUE,C0DEED,http://pbs.twimg.com/profile_images/1123198748786614272/0OQLT5k1_normal.jpg,,1.21E+18,0,FALSE,Twitter Web App,FALSE,0,"['@PritishNandy', '@Jhajhajha', 'o', 'crowd', 'of', '25', 'K', 'peoples', 'make', 'there', 'mind', 'come', 'on', 'sir', '#ISupportCAA']","['@PritishNandy', '@Jhajhajha', 'crowd', '25', 'K', 'peoples', 'make', 'mind', 'come', 'sir', '#ISupportCAA']",0,0,1,2,0,  o crowd of 25K peoples make there mind come on sir ISupportCAA,0,12
34,This release by home ministry plz read and after do protest #CAASupport #CAA2019 https://t.co/jKBZ3WTX2k,19-12-2019 14:44,,en,,,11416,297,I am one engineer I want hindurashtra to modi,"नवसारी, भारत",9.43E+17,18-12-2017 11:35,FALSE,FALSE,,0,48,FALSE,,315,TRUE,Hardy mistry,,Hardy13238822,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1207190361132720128/rsLwzYpb_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['This', 'release', 'by', 'home', 'ministry', 'plz', 'read', 'and', 'after', 'do', 'protest', '#CAASupport', '#CAA2019', 'https://t.co/jKBZ3WTX2k']","['release', 'home', 'ministry', 'plz', 'read', 'protest', '#CAASupport', '#CAA2019', 'https://t.co/jKBZ3WTX2k']",0,0,2,0,1,This release by home ministry plz read and after do protest CAASupport CAA2019 ,0,13
35,"@aajtak @abhishek6164 जिन प्रदर्शनकारीयों को गोली लगी है।
 उनसे निवेदन है कि प्लीज आप मर जाओ।
कोई जरूरत नहीं इस देश… https://t.co/XTtdoc3kjK",19-12-2019 14:44,,hi,,,32,23,Official troller. Try to show you Mirror of Truth,"New Delhi, India",1.05E+18,09-10-2018 06:53,FALSE,FALSE,,0,1,FALSE,,67,TRUE,Official Troller,,_officialtroll,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1049555605273231360/3yirQ4LH_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@aajtak', '@abhishek6164', 'ज', 'ि', 'न', 'प', '्', 'रदर', '्', 'शनक', 'ा', 'र', 'ी', 'य', 'ो', 'ं', 'क', 'ो', 'ग', 'ो', 'ल', 'ी', 'लग', 'ी', 'ह', 'ै', '।', 'उनस', 'े', 'न', 'ि', 'व', 'े', 'दन', 'ह', 'ै', 'क', 'ि', 'प', '्', 'ल', 'ी', 'ज', 'आप', 'मर', 'ज', 'ा', 'ओ', '।', 'क', 'ो', 'ई', 'जर', 'ू', 'रत', 'नह', 'ी', 'ं', 'इस', 'द', 'े', 'श', '…', 'https://t.co/XTtdoc3kjK']","['@aajtak', '@abhishek6164', 'ज', 'ि', 'न', 'प', '्', 'रदर', '्', 'शनक', 'ा', 'र', 'ी', 'य', 'ो', 'ं', 'क', 'ो', 'ग', 'ो', 'ल', 'ी', 'लग', 'ी', 'ह', 'ै', '।', 'उनस', 'े', 'न', 'ि', 'व', 'े', 'दन', 'ह', 'ै', 'क', 'ि', 'प', '्', 'ल', 'ी', 'ज', 'आप', 'मर', 'ज', 'ा', 'ओ', '।', 'क', 'ो', 'ई', 'जर', 'ू', 'रत', 'नह', 'ी', 'ं', 'इस', 'द', 'े', 'श', '…', 'https://t.co/XTtdoc3kjK']",0,0,0,2,1,"  जिन प्रदर्शनकारीयों को गोली लगी है।
 उनसे निवेदन है कि प्लीज आप मर जाओ।
कोई जरूरत नहीं इस देश… ",0,33
36,@iamashu123 @KapilMishra_IND @Real_Anuj @Love_u_My_life @ShivrajKaBhanja @dipahindustani @Amrita_pandey1… https://t.co/GWL4c7Xenw,19-12-2019 14:44,,hi,,,45465,25721,"FAN PM MODIJI/FOLLOWED /@AlokTiwari9335 @bhavsarhardiik
@TajinderBagga @PiyushGoyalOffc @sdPachauri1 
@BjpTeenaSharma @ravibhadoria @GitaSKapoor @varunpuri1984","Gujarat, India",1.02E+18,26-07-2018 18:14,FALSE,FALSE,,0,2756,FALSE,,1057,TRUE,JAMES 💎 #IStandWithModiji,,Bjpjames,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1207171835579621377/yYmz0dyh_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@iamashu123', '@KapilMishra_IND', '@Real_Anuj', '@Love_u_My_life', '@ShivrajKaBhanja', '@dipahindustani', '@Amrita_pandey1', '…', 'https://t.co/GWL4c7Xenw']","['@iamashu123', '@KapilMishra_IND', '@Real_Anuj', '@Love_u_My_life', '@ShivrajKaBhanja', '@dipahindustani', '@Amrita_pandey1', '…', 'https://t.co/GWL4c7Xenw']",0,0,0,7,1,      … ,0,0
